age,income,loan,credit,approved
19,114895,5000,708,1
46,117134,164569,660,0
32,106632,44193,689,0
29,63316,5000,651,1
54,163804,137154,723,1
45,76328,100361,656,0
37,59447,5000,719,1
56,25000,56722,748,0
41,61098,47623,739,1
38,92550,5000,667,1
27,25000,96168,522,0
63,36835,27676,714,0
31,56306,202091,578,0
54,43984,142781,712,0
35,40685,47768,706,0
41,119984,23008,665,1
31,25000,5000,684,1
51,82014,97387,781,0
75,95763,24529,770,1
29,55636,5000,655,1
39,65922,31720,547,0
73,73378,154229,789,0
23,100372,139171,569,0
53,136227,138951,686,0
62,25000,5000,674,1
53,38349,156371,710,0
39,40363,5000,770,1
31,74497,89698,684,0
33,59008,80199,644,0
53,101656,18724,699,1
73,48740,47137,584,0
42,39469,5000,632,1
49,44474,34718,665,1
50,79627,11165,718,1
62,113556,205713,777,0
53,73222,32312,755,1
37,52673,5000,744,1
35,33758,39214,756,0
55,133465,5000,721,1
20,25000,5000,685,0
40,67557,62962,609,0
49,104588,30615,682,1
62,67005,109454,565,0
33,52347,146480,643,0
22,96426,181146,684,0
21,31248,48377,684,0
38,25000,85323,635,0
57,89126,52524,559,0
68,35192,5000,640,1
31,80268,128879,662,0
56,70069,73665,693,0
48,85441,74740,728,0
31,65916,5000,658,1
23,97060,5000,653,1
29,46858,24560,635,0
33,106249,74634,675,1
34,26295,5000,745,1
62,121904,46175,606,0
40,157065,165079,542,0
31,79324,19493,694,1
24,137766,5000,762,1
63,148136,14904,701,1
49,62162,53587,610,0
32,76914,60087,672,1
61,42435,42379,683,1
34,45015,184895,730,0
58,84314,41270,619,0
71,25000,45354,790,0
64,108391,5000,651,1
61,81691,105546,633,0
51,102253,165766,700,0
22,67718,5000,582,0
62,101901,21308,824,1
44,84905,5000,712,1
69,95288,5000,660,1
40,111068,187545,611,0
57,25000,6221,666,1
31,46877,48158,748,0
32,167592,5000,653,1
60,83290,65825,627,0
50,25000,16037,729,0
70,25000,62874,606,0
48,72000,38370,696,0
52,54078,145467,708,0
34,42745,43480,706,0
45,146725,5000,710,1
36,60235,5000,613,0
63,107838,5000,666,1
71,85004,40032,662,0
40,63204,24914,689,1
49,29331,151065,554,0
57,105769,5000,582,0
30,25000,5000,831,1
37,109827,5000,730,1
52,81051,9713,665,1
22,99743,5000,685,1
26,75310,7718,821,1
46,25626,31496,548,0
23,91061,33902,687,1
42,108955,131869,656,0
48,55834,27622,766,1
39,101295,25715,720,1
19,86862,121611,831,0
62,93022,29819,736,1
22,40618,5000,649,1
44,126286,5000,663,1
42,86841,5000,727,1
25,108268,5000,781,1
72,59474,189862,630,0
18,114291,5000,697,1
37,58122,26666,542,0
61,39329,34397,659,0
40,145873,15853,800,1
49,25000,5000,786,1
28,194595,66416,732,1
56,103069,5000,804,1
64,62407,5000,661,1
71,88043,119747,675,0
41,103093,5000,660,1
28,61701,133803,725,0
46,156409,140634,850,1
71,134022,142220,705,0
43,184073,97510,600,0
33,26142,5000,602,0
52,83612,5000,619,0
37,25000,5000,623,0
63,31341,5000,616,0
20,61949,5000,695,1
18,62672,5000,580,0
75,89796,91565,714,0
70,70573,82075,749,0
64,106998,53655,636,0
18,87756,12816,704,1
34,140901,24537,726,1
19,108152,54085,741,1
46,27841,5000,687,1
37,69180,108186,613,0
23,71879,5000,687,1
25,92596,5000,669,1
46,118011,5000,689,1
65,86304,66608,610,0
68,98126,5000,573,0
50,29630,5000,538,0
20,56631,63950,557,0
52,25000,5000,552,0
22,92677,97057,751,0
44,108659,95175,697,1
61,25000,5000,682,1
29,81337,40209,656,0
37,70908,194747,546,0
62,142537,99765,706,1
37,39225,69530,695,0
26,111726,154147,683,0
56,120722,5000,626,1
21,67201,130466,631,0
68,86699,58448,716,1
71,118098,146570,626,0
36,31019,5000,754,1
55,57913,141399,791,0
44,82449,5000,758,1
62,157561,5000,686,1
60,59009,51807,673,0
30,64253,82545,686,0
30,136883,5000,727,1
74,101519,5000,781,1
39,162301,5000,718,1
45,118729,5000,561,0
69,69159,5000,615,0
64,63469,43178,669,1
70,42016,148100,749,0
62,25000,5000,840,1
39,88632,153664,685,0
60,100077,36788,726,1
36,104896,12866,571,0
25,70060,113615,630,0
69,152204,17510,704,1
25,25000,5000,536,0
59,25000,136087,697,0
43,42215,26936,653,1
65,75238,173287,683,0
68,31115,5000,629,1
43,128877,5000,716,1
40,45441,5000,754,1
60,38298,5000,732,0
30,117203,22348,730,1
45,83297,5000,719,1
26,106388,5000,678,1
37,73096,5000,649,1
73,85870,37318,744,1
36,25000,62936,618,0
65,69086,28654,715,1
56,33077,139295,713,0
68,153175,34913,606,0
29,126712,5000,613,0
32,48843,50041,715,0
48,66697,30592,694,1
72,68583,88819,705,0
31,161158,5000,664,1
28,90855,114915,787,0
43,57885,51353,721,1
59,80867,40848,774,1
44,25000,105077,661,0
28,72053,122765,749,0
55,31764,114963,657,0
51,25000,5000,656,1
60,154462,5000,594,0
36,73920,5000,711,1
23,44136,5000,608,0
63,25000,5000,636,0
69,66155,25902,585,0
55,69032,5000,547,0
66,105602,28074,674,1
59,36846,138776,630,0
45,53649,172457,703,0
18,38016,59864,676,0
52,66278,136800,753,0
57,25000,5000,814,1
25,42831,5000,760,1
69,100188,23993,682,1
71,25982,5007,727,1
64,114980,84052,771,1
73,109934,31155,644,1
24,113280,150738,742,0
28,74819,39566,771,1
56,71223,5000,685,1
21,87784,5000,712,1
42,127810,5000,823,1
29,124171,88487,636,1
43,25000,21587,661,0
55,40027,39461,718,1
63,32842,63474,617,0
29,104070,73134,674,1
60,47828,114631,594,0
68,66864,56876,547,0
70,143317,5000,696,1
54,119835,5000,586,0
63,130047,5000,615,0
70,46321,5000,751,1
41,25000,113034,691,0
33,59179,18125,677,1
74,25000,44279,653,0
30,25000,56738,787,0
42,120146,46727,836,1
71,39326,54799,722,0
71,42737,222639,495,0
74,60369,84112,677,0
69,140859,5000,606,0
71,68535,55311,648,1
21,113063,38459,713,1
28,62386,5000,687,1
49,25000,5000,584,0
66,27406,41336,631,0
24,74848,7598,760,1
63,79305,5000,791,1
75,96708,5000,775,1
28,96724,9253,585,0
45,111006,5000,655,1
71,44233,51733,629,0
58,148088,44035,726,1
40,151750,93899,659,1
62,54178,122570,609,0
40,43243,81534,783,0
67,25000,5000,639,1
45,81835,43467,750,1
60,93097,5000,637,1
64,51826,5000,735,1
74,86310,5000,657,1
43,25000,5000,607,0
42,113706,5000,760,1
71,53760,85285,630,0
46,86550,5000,687,1
36,83406,43676,589,0
50,25000,5000,583,0
53,108361,5000,787,1
31,43622,5000,689,1
31,83100,54022,672,0
52,25000,17118,650,0
47,55824,5000,625,1
45,89529,40549,720,1
34,31827,54508,779,0
20,34018,152219,737,0
33,80002,5000,722,1
63,68299,5000,658,1
47,88972,5000,724,1
69,60287,5000,816,1
46,100659,5000,661,1
62,52321,118323,705,0
32,98882,71135,775,1
63,38728,5000,816,1
73,50560,5000,689,1
42,104226,5000,739,1
68,54424,133863,662,0
55,28150,5000,702,1
59,144204,15980,662,1
64,73594,152659,762,0
70,93858,63229,797,1
71,25000,5000,595,0
69,128272,5000,672,1
75,180849,37531,642,1
55,124687,214105,657,0
40,130388,138459,663,0
42,58649,60137,619,0
59,85072,92810,699,0
24,94523,98840,598,0
39,47095,5000,741,1
34,70037,46614,700,1
35,34960,135066,605,0
66,59179,197309,602,0
58,108635,70465,734,0
27,25000,5000,630,1
27,113124,75694,788,1
74,25000,74378,531,0
24,77098,99532,606,0
65,80737,62506,653,1
67,97912,178818,677,0
55,67778,45214,726,1
44,33212,34748,665,0
69,82380,9023,657,1
50,161900,37794,632,1
18,74423,52358,624,0
61,39744,39787,630,0
70,56314,92612,674,0
51,81009,5000,550,0
21,64255,19109,717,1
34,58696,71407,684,0
21,128097,52542,671,1
60,95691,5000,759,1
71,70259,72419,721,0
43,70565,33953,688,0
21,81927,91154,725,0
18,97412,76110,636,1
24,126292,55970,721,1
47,58523,30283,737,0
67,35223,52889,508,0
26,52755,53050,803,0
52,39976,136196,703,0
25,25000,269226,722,0
41,131423,5000,755,1
36,109183,5000,670,1
53,25000,5000,650,1
67,83717,5000,700,1
69,59930,97289,850,0
60,55163,149369,672,0
44,25000,95234,635,0
49,73990,5000,773,1
31,78077,88586,533,0
74,27924,127190,672,0
35,139909,83236,635,1
45,106653,74118,724,1
46,32346,20799,689,0
33,115922,5000,602,0
52,56377,117725,725,0
64,117204,165557,622,0
48,25000,5000,676,0
21,81802,91280,650,0
54,26349,5000,737,1
34,41505,67325,647,0
56,25000,5000,463,0
65,25621,92455,601,0
63,25388,64202,684,0
43,25000,96167,633,0
65,82544,81791,763,1
56,25000,44931,608,0
58,86952,93061,720,0
21,115235,5000,736,1
47,39437,76049,692,0
47,71602,5000,708,1
39,61574,80001,670,0
28,58539,14697,699,1
19,25000,69116,645,0
61,29927,7044,695,1
29,133457,8588,659,1
47,87953,12137,659,1
53,65344,5000,633,1
35,25000,99243,664,0
43,98726,33706,785,1
70,38533,5000,663,0
24,25501,5000,745,1
18,29511,5000,716,1
75,95425,61971,697,0
43,72161,13241,700,1
40,109583,102561,681,1
43,120028,5000,639,1
62,45421,64680,800,0
23,73292,58340,754,1
23,62879,5000,683,1
61,25000,50372,684,0
25,26283,27057,719,0
41,68433,126651,605,0
39,72717,36794,625,1
36,72804,121014,548,0
54,72867,96721,665,0
35,42360,5000,763,1
48,159857,23324,660,1
54,84272,96563,833,0
47,51978,49544,649,0
74,91092,36558,692,1
59,40951,41494,660,0
50,76069,78530,523,0
27,91027,5000,660,0
54,97037,7091,621,1
29,25000,97095,696,0
71,196163,46658,769,1
47,122272,15904,655,1
44,156300,32900,705,1
56,64755,70942,665,0
26,84871,28577,742,1
71,76458,42775,839,1
38,53117,5000,783,1
29,105304,49514,636,0
72,39653,19613,776,1
46,102930,103618,701,0
50,55076,25985,766,1
60,90961,148614,608,0
70,133465,78939,673,1
32,69679,5000,692,1
19,106208,5000,676,1
69,54643,23384,700,0
56,27746,32276,672,0
70,141469,5000,655,1
61,104908,25841,647,1
71,69623,5000,622,1
35,102856,46092,701,1
20,34344,191387,670,0
24,92689,5000,642,1
60,83680,105583,575,0
35,101021,68853,717,1
61,140669,5000,727,1
55,132929,31935,614,0
54,25000,103086,687,0
75,25000,38901,641,0
50,84828,5000,730,1
61,81773,59167,645,0
48,29553,87751,645,0
75,36569,5000,689,1
28,44185,99102,650,0
21,128401,105414,645,1
35,56100,134452,636,0
21,25000,110248,649,0
66,72422,233617,653,0
51,74890,123278,680,0
46,33715,43598,668,0
41,98615,94097,714,0
39,120489,40535,599,0
19,60784,10132,826,1
61,25000,5000,681,1
23,64050,20456,747,1
59,87066,101656,713,0
42,25000,5000,688,1
72,94260,63535,711,0
74,60000,5000,703,1
38,76748,34172,667,1
72,63415,29686,847,1
33,44862,49797,758,0
48,70560,215656,568,0
31,54643,5000,753,1
56,60696,31747,684,0
45,39783,17562,794,1
49,96470,5000,657,1
45,124471,103531,516,0
68,40068,5000,655,1
72,70327,144553,567,0
66,31192,5000,632,1
26,90521,65447,640,0
75,83969,173351,706,0
62,51841,71075,697,0
39,71690,5000,724,1
49,109611,5000,718,1
22,25000,5000,815,1
40,25000,5000,680,1
22,98273,5000,715,1
59,77179,32030,741,1
70,72193,5000,634,1
49,112719,42214,591,0
27,103177,5000,705,1
56,143604,5000,652,1
75,110797,75810,734,0
32,96029,57455,731,1
24,72841,5000,749,1
46,69233,95765,624,0
64,74870,5000,639,1
20,83919,5000,687,1
36,26730,13147,667,0
27,85543,224340,711,0
45,65266,5000,775,1
46,89282,38644,673,0
32,51892,85653,585,0
52,48622,5000,543,0
23,84228,55320,589,0
29,94090,5000,587,0
64,50842,74930,726,0
55,127768,62421,676,1
30,127493,55261,685,1
46,25000,43976,730,0
36,43918,191197,775,0
20,79648,49009,666,1
25,89830,72571,731,0
25,160293,59546,704,1
72,80635,5000,570,0
75,70343,5000,576,0
37,29478,5000,656,1
64,25000,5000,693,1
21,69653,5000,713,1
68,157295,13849,666,1
38,66529,12910,561,0
20,44090,76102,654,0
62,93082,138042,551,0
25,25000,121441,665,0
40,78171,52264,719,0
33,107975,5000,710,1
30,37097,113943,644,0
20,129754,5000,708,1
65,101387,64755,601,0
26,130116,52503,635,1
31,25000,5000,564,0
30,67771,5000,642,1
70,111885,71049,625,1
74,25000,17776,651,0
24,112882,262982,660,0
32,67806,5000,697,1
24,112585,5000,542,0
55,83698,35828,619,0
51,131433,5000,748,1
58,25000,5000,749,1
39,88162,96835,683,0
41,25000,109302,685,0
66,91781,98302,601,0
54,88112,55634,653,0
61,63596,19200,737,1
18,43648,43808,592,0
27,61985,20205,690,1
60,78906,5000,718,1
33,86367,153244,683,0
63,152292,131197,669,1
25,109936,82817,668,1
73,51524,5000,715,1
66,98175,76781,693,1
42,110252,10940,714,1
67,48761,7797,654,1
29,103086,28712,657,1
42,25000,65280,718,0
34,47304,5000,617,0
43,25000,18874,600,0
63,66557,135381,839,0
65,56054,5000,709,1
31,59121,111360,662,0
58,107619,19469,631,1
53,78623,5000,615,0
74,107012,5778,676,1
40,140054,30907,673,1
60,158786,104265,710,1
23,69407,44037,589,0
64,96389,5000,591,0
22,68809,85267,698,0
60,115567,22318,707,1
42,107787,72166,743,1
35,48578,51718,796,0
30,54465,5000,661,1
60,130441,75739,726,1
31,53033,5000,607,0
45,70528,21986,499,0
35,102001,5000,611,0
74,68376,5000,646,1
45,136358,49709,830,1
68,116324,96654,563,0
73,39633,27490,731,0
44,51579,132764,638,0
49,98502,30042,714,1
64,72919,44186,682,0
26,25000,5000,615,0
57,36164,76573,751,0
49,84363,72991,711,0
37,110621,5000,678,1
45,111193,5000,700,1
50,153513,5000,650,1
21,47341,110602,544,0
63,49254,5000,687,1
74,73986,151804,835,0
51,25000,5000,739,1
65,74876,6134,700,1
20,67179,256524,706,0
43,106668,5000,679,1
25,113460,5000,523,0
23,89290,5000,606,0
33,75114,5000,675,1
41,89560,7419,744,1
65,43286,35776,808,1
56,71692,109493,604,0
47,75670,70773,725,0
62,71996,41658,523,0
30,68158,201995,656,0
22,50149,78006,678,0
42,33975,144811,797,0
37,66796,101290,622,0
71,98773,141708,655,0
35,25000,121801,749,0
64,55108,96746,628,0
35,157763,78779,642,1
19,67280,148859,579,0
27,81053,5000,723,1
72,148549,5000,579,0
62,87777,5000,753,1
67,88690,71939,592,0
64,38594,122952,626,0
29,87512,5000,597,0
64,74408,5000,660,1
30,111996,145279,755,0
67,126092,85537,631,1
64,76212,82057,611,0
74,90283,63194,678,0
72,25000,13040,675,0
28,25000,5000,727,1
36,118727,77369,587,0
52,25000,200531,696,0
56,88093,53942,766,1
70,68053,5000,608,0
43,124254,13978,693,1
63,73592,106001,608,0
31,147090,115513,756,1
71,66844,154604,798,0
62,120853,114830,596,0
61,25000,5000,700,1
41,25000,48353,705,0
58,73871,5000,689,1
18,25000,80758,664,0
68,72602,88576,640,0
60,58472,5000,570,0
72,99205,5961,668,1
39,32425,5000,740,1
40,91986,95662,757,0
73,109557,23699,692,1
71,66771,5000,610,0
36,94129,92827,590,0
35,35857,78770,636,0
29,59693,95480,546,0
72,25000,5000,503,0
45,168550,5000,585,0
45,124151,84380,701,0
50,141404,5000,565,0
36,123577,5000,703,1
45,48473,5000,622,1
69,25000,91864,764,0
66,58037,30905,637,0
54,94012,70552,647,0
43,63389,5000,627,1
52,25000,5000,628,1
51,104882,141345,686,0
52,25000,63969,700,0
57,58106,5000,676,1
33,144751,5000,590,0
55,76962,5000,708,1
30,118066,5000,595,0
40,88872,5000,603,0
71,34643,27304,640,0
39,104172,83720,734,0
33,72470,22788,600,0
45,25000,5000,705,1
65,25000,57475,500,0
52,90330,5000,715,1
62,160653,5000,753,1
63,31949,46219,722,0
25,36721,61403,676,0
61,90911,126280,631,0
72,25000,103712,614,0
72,169161,5000,620,1
39,40373,12641,637,1
38,55042,32818,745,1
43,42818,47088,671,0
57,112390,149545,734,0
38,161489,24700,850,1
42,46870,5000,795,1
58,109663,129351,678,0
18,25000,127406,640,0
23,113370,102000,738,0
40,145334,5000,738,1
68,133094,36463,717,1
40,80312,11266,783,1
60,33687,64919,613,0
60,75030,5000,700,1
40,62564,95597,677,0
49,57132,58610,727,0
47,83261,100023,647,0
30,72338,5000,705,1
60,103313,51206,554,0
35,103573,93082,678,0
40,72488,5000,799,1
32,92290,83349,643,1
50,127855,5000,672,1
38,53735,28106,754,1
74,75635,130204,712,0
56,33865,117324,560,0
40,94194,5000,670,1
44,82940,5000,706,1
62,93434,23868,775,1
61,35445,115002,762,0
35,105622,135154,675,0
41,79080,5000,724,1
68,116179,77800,674,1
64,57490,66955,644,0
57,102296,91760,756,1
68,92801,31046,752,1
59,135986,5000,698,1
24,70347,5000,634,1
67,52804,5000,678,1
65,55248,5000,682,1
37,30667,92704,744,0
44,54877,16350,658,1
23,25000,61497,681,0
44,129750,114496,693,1
26,152361,5000,661,1
70,69096,158267,697,0
62,92524,172923,687,0
74,81560,5000,622,1
48,25000,85412,641,0
38,116050,189152,581,0
43,122018,5000,628,1
57,33360,5000,779,1
65,88195,95085,726,0
62,64489,66683,623,0
30,122596,47460,666,1
66,71684,9978,619,0
40,72768,42420,730,0
37,147835,5000,697,1
54,25000,5000,727,0
71,84922,21037,657,1
70,78546,5000,750,1
45,50855,18768,596,0
34,156592,28627,638,1
45,88461,5000,652,1
58,101870,5000,736,1
19,107584,5000,641,1
42,62165,5000,612,0
75,124670,58804,680,1
67,116621,64345,850,1
58,70115,111964,611,0
23,112530,17438,766,1
28,124597,66571,679,1
74,106803,5000,680,1
55,41591,46636,637,0
23,71305,12181,723,1
62,94014,69951,752,1
28,85084,7424,785,1
31,45193,5000,699,1
19,63537,5000,631,1
57,89074,110604,805,0
20,25000,5000,648,1
72,75773,179155,625,0
70,102865,5000,700,1
52,86317,123698,612,0
50,40700,5000,645,1
41,47739,16458,723,1
36,134479,5000,850,1
35,37494,65157,719,0
66,122426,95341,762,1
69,50147,184736,644,0
41,120206,5000,698,1
62,96644,5000,545,0
52,61078,100576,586,0
18,25000,19125,690,0
53,90942,5000,704,1
42,82262,5000,739,1
62,91556,5000,666,1
66,96576,5000,785,1
60,25000,155041,718,0
51,90730,69070,553,0
42,104701,5000,553,0
33,104229,149975,688,0
51,25000,44169,663,0
46,121171,13064,695,1
36,92147,72374,656,0
40,97221,5000,637,1
36,39171,5000,628,1
42,105283,5000,676,1
33,25000,24146,738,0
71,41072,5000,604,0
68,125663,70690,670,1
26,103343,132361,779,0
18,86660,5000,558,0
59,112748,5000,724,1
36,115527,16708,665,1
50,105316,5000,625,1
51,66302,12860,641,1
33,39878,11811,752,1
61,48463,5000,670,1
57,131423,5000,604,0
72,25000,30992,619,0
35,94632,5000,645,1
51,94694,169501,740,0
42,133722,49708,644,1
62,94582,5000,678,1
23,58071,5000,631,1
38,58700,17881,652,1
75,74768,37836,668,1
23,120306,79311,614,0
49,107260,121595,625,0
58,31571,24317,643,0
65,86146,66417,785,1
60,108010,64115,684,1
56,65512,37901,617,0
48,25000,13387,739,0
59,67141,41320,742,1
27,25000,5000,615,0
47,25000,5000,793,1
74,117606,145523,706,0
69,175841,47249,709,1
35,129571,51857,705,1
41,25000,12679,703,0
69,68079,69855,671,0
26,51412,15610,725,1
48,25000,5000,656,1
32,93594,5000,790,1
21,67608,77808,540,0
57,28436,5000,616,0
26,25000,5000,704,1
62,50643,6530,674,1
26,75316,5000,644,1
43,70263,5328,692,1
21,117511,124830,594,0
34,88519,5000,607,0
33,61214,81838,671,0
32,42310,167186,706,0
52,25000,131841,629,0
74,31348,11790,554,0
69,129332,5000,696,1
22,109586,43990,713,0
72,86550,45098,603,0
22,55237,103730,652,0
37,124640,34093,743,1
32,34555,62215,598,0
35,35012,5000,677,1
64,71260,89173,633,0
19,25000,5000,832,1
46,33420,5000,594,0
30,65550,78068,552,0
21,56550,133275,722,0
59,35469,84708,657,0
62,156415,27408,607,0
27,129530,28148,645,1
48,143584,5000,786,1
58,71038,5000,680,1
25,55456,5000,782,1
20,139066,162717,593,0
65,78408,207296,756,0
63,32580,5000,612,0
26,35358,5000,765,1
47,62022,138990,760,0
70,74119,5000,610,0
28,78258,140808,709,0
52,67656,90312,694,0
54,168584,5000,745,1
59,25000,105576,600,0
30,101908,27070,651,1
53,55901,25676,683,1
73,73448,72289,785,1
30,112619,93367,684,1
29,25000,110187,612,0
54,37165,218405,702,0
27,69653,59170,608,0
73,134050,133429,561,0
26,133839,131205,668,1
69,126092,84802,699,1
24,25000,5000,693,0
19,33009,117753,683,0
71,34654,65667,804,0
73,72790,5000,788,1
40,25000,111094,622,0
56,118915,5000,746,1
57,25000,81806,838,0
56,116301,5000,803,1
38,109833,43061,750,1
40,31224,5000,670,1
46,125478,5000,588,0
31,61671,5000,612,0
43,51292,17817,716,1
68,58142,5000,700,1
22,61572,57827,684,1
72,65253,68157,743,0
48,66161,5000,761,1
42,39387,33123,761,1
48,48672,72524,731,0
67,52135,5000,716,1
37,141909,65373,643,1
61,52153,5000,685,1
72,49585,5000,705,1
34,135653,5000,676,1
62,62119,5000,568,0
19,39390,5000,702,0
42,30721,67364,675,0
30,25000,98039,670,0
75,96647,133169,720,0
56,25000,138056,718,0
45,128853,5000,763,1
59,71346,126799,721,0
72,57517,5000,653,1
23,65865,114642,772,0
20,93522,75684,785,1
75,56206,43653,678,1
52,67329,5000,767,1
35,117123,125803,691,0
28,88876,5000,760,1
71,25001,28193,772,0
37,46690,35435,635,1
22,25000,5000,777,1
36,99609,41919,683,0
39,103879,5000,707,1
36,37625,145266,757,0
64,167194,246308,661,0
33,172515,5000,749,1
41,75912,5000,691,1
58,43105,43309,648,0
21,85952,5000,725,1
32,42158,161475,767,0
42,113001,5000,687,1
61,81654,5000,609,0
72,84530,85174,657,0
52,145366,36797,630,1
72,50239,43159,839,1
31,51840,97485,618,0
66,109334,19996,520,0
36,58120,5000,653,1
55,139153,127920,693,1
53,115019,5000,682,1
24,60145,5000,692,1
47,25000,48459,590,0
36,25000,5000,684,1
66,55729,49141,610,0
42,91188,105804,743,0
33,119091,156392,599,0
64,66308,89211,673,0
71,39444,115841,624,0
57,69370,5000,746,1
68,75814,96029,647,0
25,127197,14710,606,0
35,124976,122755,753,1
45,34923,38204,540,0
33,93163,116205,728,0
69,40846,42903,703,0
36,41975,5000,850,1
59,116547,33166,725,1
34,67027,5000,715,1
62,100594,133777,620,0
30,96389,5000,664,1
24,71820,5000,698,0
44,88319,53375,779,1
27,83154,5000,626,1
51,28982,5000,551,0
53,94493,27186,685,1
42,46760,51300,568,0
23,32236,128283,736,0
41,109185,5000,786,1
35,51347,44836,752,1
40,119427,161300,644,0
23,118934,157519,793,0
46,55929,37390,626,0
42,117733,5000,611,0
72,59426,8439,780,1
34,72264,5000,655,1
63,94751,5000,691,1
41,156575,36262,751,1
28,112635,67646,603,0
43,72688,98272,642,0
68,79132,21152,638,1
51,25000,15236,663,0
45,115192,100114,630,1
20,110893,5000,706,1
28,86339,85896,705,1
55,103710,5000,680,1
31,25000,67366,696,0
68,31729,199056,634,0
43,147058,5000,681,1
65,64690,144648,562,0
38,105297,85515,749,1
71,45134,99969,640,0
73,57313,83565,643,0
56,149187,5000,614,0
47,68701,5000,689,1
25,95942,67959,642,0
68,80218,20176,724,1
37,84856,5000,606,0
65,83489,5000,689,1
49,25000,5000,709,0
39,94082,183426,735,0
24,53494,97344,726,0
26,146182,5000,616,0
62,44094,70117,684,0
18,56135,5000,672,1
46,172844,5000,606,0
25,103936,5000,678,1
73,35663,17948,582,0
71,82056,60609,696,1
21,26184,99589,764,0
52,85303,5000,749,1
20,42824,83897,707,0
71,149593,5000,698,1
62,91835,147293,671,0
57,96102,5000,831,1
24,112990,5000,665,1
44,117464,5000,587,0
18,47437,5000,733,1
44,78798,56488,712,1
33,57180,166566,602,0
55,158762,5000,652,1
24,25000,5000,691,0
61,51995,5000,640,1
40,71801,11183,744,1
58,80477,91336,625,0
28,79660,5000,662,1
59,73153,5000,650,1
70,68503,132648,711,0
50,84651,5000,724,1
67,93460,80445,711,1
53,146628,5000,550,0
54,146274,15329,691,1
58,87039,58461,713,1
34,55186,5000,721,1
52,57984,63989,667,0
65,25000,5000,681,1
22,113129,5000,640,1
65,73210,150686,769,0
49,92490,58401,586,0
20,88349,69093,711,1
69,47095,88920,610,0
64,42156,76069,646,0
52,56883,58537,677,0
69,94429,129237,540,0
31,71769,5000,582,0
65,25000,41852,567,0
48,34034,5221,709,1
48,64305,41283,751,1
34,73783,5000,568,0
41,95619,5000,667,1
69,76570,94009,699,0
40,60491,223017,698,0
35,59116,116098,820,0
67,83058,99378,690,0
71,91721,50406,615,0
31,61807,17608,732,1
67,31892,22357,791,1
32,71055,21351,588,0
32,49005,5000,717,1
23,86503,5000,681,1
44,134229,45907,613,0
32,25000,7708,635,1
67,121027,121141,791,0
53,93761,89156,734,0
72,119113,5000,709,1
25,57570,167101,575,0
32,25000,5000,727,1
20,82187,5000,758,1
64,130987,5000,584,0
30,32579,51320,681,0
58,38587,62893,750,0
51,98487,167115,741,0
41,54511,98078,724,0
57,141643,5000,683,1
49,101083,5000,755,1
49,46231,5000,691,1
47,52414,113515,718,0
69,53995,5000,704,1
66,73283,5000,605,0
30,87178,43535,615,0
18,84257,5000,578,0
51,30011,5000,653,0
32,111075,5000,736,1
61,63396,38720,703,0
31,37898,112055,677,0
74,56478,71136,775,0
46,115572,5000,658,1
51,82612,154087,719,0
35,86102,90113,656,0
71,28200,54309,575,0
24,80289,63957,627,1
46,114901,76768,625,0
72,25000,61134,580,0
48,59442,5000,669,1
42,99927,70602,628,1
55,81329,43038,784,1
31,34247,63434,663,0
25,90930,5000,621,1
44,28303,117335,603,0
71,40298,5000,601,0
19,44497,26141,741,1
34,136735,5000,747,1
54,25000,5000,540,0
31,25000,87253,831,0
42,86332,5000,685,1
73,79192,41704,751,1
47,56202,5000,623,1
46,75553,5000,611,0
37,32418,168433,662,0
38,78685,156915,706,0
70,83383,5000,695,1
39,123588,66445,761,1
52,151291,5000,556,0
54,64295,83399,743,0
33,25000,5000,715,1
67,90398,5000,701,1
75,69647,31731,585,0
66,67876,60584,624,1
60,25000,5000,724,1
34,78944,5000,508,0
33,91914,130672,547,0
75,114736,5000,712,1
72,54780,5000,719,1
19,41984,128610,627,0
21,54461,209326,627,0
38,112347,56206,746,1
56,130444,100368,742,1
51,119839,5000,656,1
47,100907,88468,594,0
23,73712,98353,783,0
34,79949,5000,589,0
56,85781,5000,727,1
42,64915,127856,764,0
22,110567,7907,679,1
22,25000,143919,638,0
37,25000,31549,567,0
33,25000,27664,684,0
68,42912,108103,577,0
58,128847,194212,701,0
54,27441,82780,538,0
57,28914,43984,562,0
26,41985,131320,689,0
22,119300,136858,738,0
59,132411,72770,660,1
74,115602,60270,753,1
19,118081,86100,640,1
26,141076,5000,832,1
60,25000,5000,586,0
53,26004,49262,630,0
39,46970,5000,774,1
39,79149,32908,661,0
39,79019,46281,746,1
51,79643,5000,587,0
72,108368,77707,613,0
46,25000,5000,721,1
55,69386,5000,579,0
63,85624,5000,595,0
50,61979,5000,672,1
35,82565,106499,772,0
24,115888,5000,705,1
18,77488,5000,665,1
50,160511,11266,691,1
18,113035,5000,558,0
41,85645,30129,639,1
21,95149,11155,710,1
21,104732,44040,696,1
35,142416,123814,722,1
44,121971,5000,729,1
60,95568,36922,695,1
49,45853,5000,504,0
50,91597,110804,703,0
45,98157,42551,645,1
59,106114,71561,652,0
58,45644,90801,653,0
72,104522,5000,700,1
53,107020,92953,577,0
23,26605,60439,559,0
33,26942,5000,593,0
51,119720,133071,744,0
40,40793,108965,649,0
67,136509,14807,715,1
59,63842,5000,713,1
41,90394,25409,707,1
73,88451,5000,716,1
